FID,OBJECTID,NAME,zip code,WADDRESS,DWEBSITE,DEMAIL,DPHONE,NC_ID,CERTIFIED,TOOLTIP,NLA_URL,SERVICE_RE,NC_IDstr,nc_area,NC_IDstr_1,tot_pop,white,black,native,asian,PI,other,twoplus,nohisl,hislat,male,male_under,male5to9,male10to14,male15to17,male18to19,male20,male21,male22to24,male25to29,male30to34,male35to39,male40to44,male45to49,male50to54,male55to59,male60to61,male62to64,male65to66,male67to69,male70to74,male75to79,male80to84,male85up,female,femunder5,fem5to9,fem10to14,fem15to17,fem18and19,fem20,fem21,fem22to24,fem25to29,fem30to34,fem35to39,fem40to44,fem45to49,fem50to54,fem55to59,fem60and61,fem62to64,fem65and66,fem67to69,fem70to74,fem75to79,fem80to84,fem85andup,Shape__Area,Shape__Length,density
52,52,EMPOWERMENT CONGRESS WEST AREA NDC,,http://www.ecwandc.org/,http://empowerla.org/ECWANDC,ECWANDC@EmpowerLA.org,213-978-1551,79,2002/03/23 00:00:00+00,EMPOWERMENT CONGRESS WEST AREA NDC,navigatela/reports/nc_reports.cfm?id=79,REGION 10 - SOUTH LA 1,79,3.266418903,79,36480.70984,7610.357624,22850.8865,115.3349165,1363.615952,61.17072291,2912.147394,1567.19665,27475.88244,9004.827301,16319.93546,1077.44235,949.3359893,913.5394315,764.4570973,303.3954515,240.3128156,272.9149863,744.6238388,1259.449084,1042.773673,1143.105611,1179.227708,1223.755928,1086.451871,1081.99845,427.9854799,554.1989004,363.9259774,243.6579123,370.1975318,385.0403071,456.158595,235.9864943,20160.77428,959.7303136,546.4395961,796.724097,567.2447143,380.6626234,142.1540156,188.0984162,875.9745141,1415.560071,1378.723625,1236.37024,1593.60945,1450.106152,1535.193811,2067.530908,539.8109501,757.9975432,359.5945785,788.5701932,961.1766362,680.4785939,540.4577957,398.5654849,12348943.48,23065.33946,11168.41132
53,53,HARBOR GATEWAY SOUTH NC,90248,http://www.harborgatewaysouth.org/,http://empowerla.org/HGSNC,HGSNC@EmpowerLA.org,213-978-1551,91,2003/04/08 00:00:00+00,HARBOR GATEWAY SOUTH NC,navigatela/reports/nc_reports.cfm?id=91,REGION 12 - HARBOR,91,3.220243801,91,22318.82577,6481.298212,2109.56034,52.47686821,5040.626919,119.4036583,6958.628108,1556.831408,10597.46347,11721.36204,10846.79194,878.3722039,840.6957069,718.3169414,333.8017426,272.7571524,89.40748045,201.5293014,470.9038867,901.0013997,1076.235096,994.8909429,810.3424458,550.2580911,697.3233458,618.6480085,290.5966413,150.3452703,136.4206924,163.4913599,272.5488375,202.5014798,80.11601284,96.28797187,11472.03349,921.3681763,986.2480122,721.8803255,432.6392714,285.1567702,237.0203218,177.9916357,503.2757459,857.8471755,988.0716653,954.4755732,671.7305567,715.1252269,572.9868491,819.7024424,167.8197,214.5996714,244.0041246,227.5856502,202.6149943,135.6349924,269.3813827,164.8730932,12128132.66,27911.83806,6930.787591
54,54,GLASSELL PARK NC,90065,http://glassellparknc.org/,http://empowerla.org/GPNC,GPNC@EmpowerLA.org,213-978-1551,39,2002/01/08 00:00:00+00,GLASSELL PARK NC,navigatela/reports/nc_reports.cfm?id=39,REGION 8 - NORTH EAST LA,39,2.542426997,39,23680.00517,11386.05432,485.6075059,241.5973814,4619.855511,31.72551539,6012.857961,902.3068936,9478.552569,14201.45268,12100.63249,906.0578009,846.0749889,707.8198173,510.2066818,340.7872598,175.7978893,144.4986969,608.7263392,963.1500405,945.9964573,1081.639672,961.9139731,743.2497538,788.3845506,596.2186743,238.9358883,347.2816334,124.4049163,292.9841573,301.7532333,200.1279622,178.2541089,96.36807385,11579.37255,749.445646,567.6706271,609.3948116,408.0837409,214.2706523,136.4160368,112.7714016,466.8544514,981.6337698,764.0900387,839.6768345,1079.639558,833.5651621,789.3500201,734.1795156,269.9006208,376.3200551,247.5877095,335.4296427,342.9421755,336.6557119,236.6833653,146.8110077,9635827.699,16474.66882,9313.937117
55,55,HOLLYWOOD STUDIO DISTRICT NC,90038,http://hsdnc.org/,http://empowerla.org/HSDNC,HSDNC@EmpowerLA.org,213-978-1551,33,2005/11/01 00:00:00+00,HOLLYWOOD STUDIO DISTRICT NC,navigatela/reports/nc_reports.cfm?id=33,REGION 5 - CENTRAL 1,33,1.264231758,33,30370.81372,10269.9994,1442.337993,101.1012191,2756.535556,56.90418044,14802.70247,941.2328355,11093.39247,19277.42116,15992.96249,989.5002766,909.7290628,844.1137655,456.1485931,291.5236061,324.6395287,351.0325806,1073.712108,1646.139798,1703.395699,1516.112308,1169.042898,1170.79715,1000.821956,876.9830199,314.0742989,480.3620318,193.0488371,178.6961881,178.9022459,129.8757207,134.6506807,59.66015862,14377.85117,916.8556484,772.1763561,697.4340348,449.213899,360.6184548,371.3759042,261.377814,1006.848999,1442.382288,1267.62546,1040.319452,1153.676381,811.0484274,990.8748914,765.9075471,329.1215628,321.5056074,307.4586551,215.1377679,376.7431389,243.9381124,129.8052397,146.4055127,4788431.223,9845.721853,24023.13778
56,56,EAST HOLLYWOOD NC,90029,http://easthollywood.net/,http://empowerla.org/EHNC,EHNC@EmpowerLA.org,213-978-1551,34,2007/04/19 00:00:00+00,EAST HOLLYWOOD NC,navigatela/reports/nc_reports.cfm?id=34,REGION 5 - CENTRAL 1,34,1.697487763,34,48010.25667,19495.04306,1357.812572,168.1822424,8499.632766,69.43839103,17145.69044,1274.4575,22803.13087,25207.12609,23900.68114,1289.28724,1231.520613,1089.860731,583.6346782,508.245066,322.8980437,345.8430452,1190.597249,2813.722244,2380.853396,1782.016724,1768.547852,1704.323746,1616.045797,1496.18756,543.8930529,638.5678897,514.5843301,565.1292134,645.8183554,367.1960044,292.9961872,208.9122249,24109.57562,1186.124044,1266.49834,1006.287884,556.5389289,545.5924421,450.3517161,235.606057,1252.175978,2343.568802,1987.672443,1692.48321,1477.015689,1577.669785,1555.401566,1451.962271,751.192206,898.311198,530.7009684,653.6510932,830.3932065,644.7290915,635.0153931,580.6333467,6429506.93,10253.19124,28283.12386
57,57,PANORAMA CITY NC,91402,http://www.panoramacitync.org/,http://empowerla.org/PCNC,PCNC@EmpowerLA.org,213-978-1551,100,2007/03/15 00:00:00+00,PANORAMA CITY NC,navigatela/reports/nc_reports.cfm?id=100,REGION 1 - NORTH EAST VALLEY,100,3.579274924,100,69343.96549,33185.81378,1879.121048,338.3584174,10317.76433,59.91735336,22524.07742,1038.913714,17858.84673,51485.11934,34077.27837,2903.913001,2673.556348,2586.461117,1746.406872,1188.000693,433.7952494,627.2346678,1795.103426,2933.581532,2555.70948,2646.564804,2354.43951,2287.100961,2100.536939,1403.662288,741.3817638,717.6918621,518.5427197,416.5657825,503.4205629,413.0382852,338.1367957,192.4338229,35266.6876,2635.139225,2739.262702,2791.239986,1421.930639,922.4930767,627.8034324,441.1297793,1664.772688,2718.572248,2681.925735,2653.448277,2397.519861,2441.840676,2053.574704,2077.990086,775.0930768,912.2098458,434.888847,584.1334519,722.0053705,610.869936,501.8839873,456.9598485,13598234.49,18032.87362,19373.74663
58,58,EAGLE ROCK NC,90041,http://www.eaglerockcouncil.org/,http://empowerla.org/ERNC,ERNC@EmpowerLA.org,213-978-1551,40,2002/04/02 00:00:00+00,EAGLE ROCK NC,navigatela/reports/nc_reports.cfm?id=40,REGION 8 - NORTH EAST LA,40,4.129523482,40,32678.78186,17395.88183,520.9560162,244.2026341,8603.603842,109.2038951,3750.931772,2054.001944,19614.34086,13064.44109,15731.40534,938.8136905,739.7579156,754.0008389,444.0597346,597.9578914,282.0462043,392.3398389,561.0600806,1016.968815,1324.877646,1181.524302,1267.3636,1079.324277,832.265902,1133.130288,320.0345931,618.3845256,308.6814373,423.6701686,646.3017585,279.8775629,230.0439052,358.9204677,16947.3763,786.107089,947.9338135,654.9074383,466.7455407,769.3656843,231.3039947,225.3825789,652.9489932,1067.702554,1107.908504,1173.320959,1104.325152,1075.349275,1089.621869,1124.838189,551.7239311,867.180996,342.4207412,443.6070452,708.8827629,662.7349563,406.8349439,486.2293919,15658433.26,22836.64132,7913.451032
59,59,LAKE BALBOA NC,91406,http://lakebalboanc.org/,http://empowerla.org/LBNC,LBNC@EmpowerLA.org,213-978-1551,19,2004/09/09 00:00:00+00,LAKE BALBOA NC,navigatela/reports/nc_reports.cfm?id=19,REGION 3 - SOUTH WEST VALLEY,19,8.810006778,19,45599.79994,21452.44901,1910.771702,116.893043,3769.19143,19.24264143,17012.72196,1318.53013,19712.91129,25886.88883,22982.36137,1813.759625,1579.76438,1741.813291,1082.920726,511.1060734,224.0054619,296.6015824,951.9003725,1551.832855,2160.921047,1678.799379,1998.45536,1655.139562,1771.561394,1272.920732,326.5880877,510.5157114,185.7296932,418.5972543,455.8484183,339.4515959,225.9468819,228.1818906,22617.4386,1470.289764,1619.175489,1577.222568,770.4039676,596.9212957,139.2258018,272.3680182,805.7295621,1798.40688,1908.605898,1764.875918,1830.020594,1608.755559,1244.750453,1344.140059,449.3596599,663.0136154,475.5591242,385.5595407,759.2753602,525.5362604,329.320333,278.9229078,33445560,25832.36676,5175.909746
60,60,ENCINO NC,91316,http://www.encinonc.org/,http://empowerla.org/ENC,ENC@EmpowerLA.org,213-978-1551,18,2002/10/08 00:00:00+00,ENCINO NC,navigatela/reports/nc_reports.cfm?id=18,REGION 3 - SOUTH WEST VALLEY,18,13.58770446,18,46406.16205,39111.96191,1510.796786,32.84545222,3619.362058,19.00540147,623.9187504,1488.271961,41594.25124,4811.911039,21816.90791,1138.178664,1178.245195,1276.04863,793.4343397,309.5444347,132.9107386,314.3475584,606.7346815,1487.002746,1425.355196,1621.711504,1651.855589,1380.760739,1274.563217,1455.507271,707.1984181,962.7650159,361.9554148,695.3810278,1170.758296,639.9146158,650.5832694,582.1512601,24589.25427,1288.366415,1068.477007,1371.3421,834.2606176,302.0705737,253.6779091,135.3305383,670.1268531,1385.476599,1845.541874,1554.868317,1522.357469,1516.710334,1744.232974,1898.414364,744.5697118,1142.587883,623.9111342,1076.354536,1073.475897,768.0582647,826.7882428,942.2546836,51538611.68,32774.52663,3415.30552
61,61,MACARTHUR PARK NC,90057,http://macarthurparknc.org/,http://empowerla.org/MPNC,MPNC@EmpowerLA.org,213-978-1551,54,2003/06/03 00:00:00+00,MACARTHUR PARK NC,navigatela/reports/nc_reports.cfm?id=54,REGION 6 - CENTRAL 2,54,0.638402685,54,30804.36468,7032.702704,1435.972309,199.3803378,5586.878654,39.10936658,15985.82213,524.4991762,8810.371489,21993.99284,15745.65397,1015.627658,924.8716392,907.8333915,668.2357923,410.314553,155.0795372,189.1679868,641.4086114,2006.236829,1833.8278,1415.605278,1189.389514,1062.690486,861.0781674,782.220912,193.4477131,267.129981,335.4148209,179.2547988,291.5443613,207.9806027,125.6316303,81.66194979,15058.71042,1166.571597,1081.291551,941.178585,580.7667086,271.8426039,234.4256308,204.1287532,680.7104759,1601.66232,1379.720506,1100.138533,934.7761836,875.693972,852.9312578,689.4559632,271.5647745,463.9971315,173.8465118,374.7120795,377.8969493,355.4073975,198.2482443,247.7427523,2416175.453,7457.037922,48252.24797
62,62,NORTHRIDGE SOUTH NC,91324,http://www.northridgesouth.org/,http://empowerla.org/NSNC,NSNC@EmpowerLA.org,213-978-1551,124,2010/05/04 00:00:00+00,NORTHRIDGE SOUTH NC,navigatela/reports/nc_reports.cfm?id=124,REGION 2 - NORTH WEST VALLEY,124,4.294034557,124,31224.13026,16964.26806,2441.319567,104.1298941,3632.88165,188.2479255,6753.658244,1139.62489,16984.15042,14239.97946,15915.92336,1136.976728,1029.284853,1140.223698,420.4340115,416.722654,253.9502041,126.6373251,949.2627536,1721.508339,1074.528991,1205.738077,935.9970776,1009.462788,917.9876558,945.3663924,424.3519284,461.014012,195.8763382,398.2713112,374.2225508,372.4477709,190.9942494,214.66374,15308.20653,1085.099469,890.5711859,904.5599769,595.7487614,302.4026693,360.5861324,186.2602211,596.4826119,1095.674965,979.4529554,1101.901311,858.0120309,1077.360609,1324.691,905.3535005,303.1826565,530.797032,254.8073842,419.0591676,333.9688178,406.3667689,349.7558827,446.1115024,16313808.92,23607.09896,7271.513502
63,63,WINNETKA NC,91306,http://www.winnetkanc.com/,http://empowerla.org/WINNETKA,WinnetkaNC@EmpowerLA.org,213-978-1551,14,2003/07/22 00:00:00+00,WINNETKA NC,navigatela/reports/nc_reports.cfm?id=14,REGION 3 - SOUTH WEST VALLEY,14,4.41645381,14,49111.3669,21535.69981,1738.649144,204.2799039,8128.444239,58.11396605,14864.00346,2582.176597,23027.62768,26083.73955,25103.28418,1484.148881,1598.071952,1570.638166,960.4534,532.029526,489.9608862,401.538224,1107.789089,2325.453748,2092.035098,1767.86571,1934.391182,1449.787154,1883.135915,1732.584849,622.1143101,783.9997663,465.1019949,433.8029785,543.2397435,405.3306565,263.3301311,256.4807523,24008.0832,1439.481924,1402.938681,1144.834204,984.8736505,467.6159366,452.8221646,297.8713171,1160.943721,1902.553288,1614.623311,1705.523974,1988.7126,1568.827148,1665.440124,1722.646461,688.6964011,841.1202508,421.5829899,555.1906091,651.8890713,501.0303352,389.5796831,439.2852332,16771840.16,18930.44041,11120.09069
64,64,WESTLAKE NORTH NC,91361, ,http://empowerla.org/WNNC,WNNC@EmpowerLA.org,213-978-1551,97,2011/06/07 00:00:00+00,WESTLAKE NORTH NC,navigatela/reports/nc_reports.cfm?id=97,REGION 6 - CENTRAL 2,97,0.503541487,97,25071.91366,9078.286263,896.1664522,726.0941561,2786.83721,37.01711414,11141.70068,405.8116243,4487.799478,20584.11413,13329.82771,1143.853278,1151.519453,1033.861772,466.1623998,348.9914789,297.6894711,214.1485206,794.8443484,1219.667457,1320.418758,1305.440751,921.9560904,711.3428979,717.9750977,614.8768258,182.9754312,188.217238,73.37653776,94.21548564,164.9931106,190.772696,98.41549723,74.11305551,11742.08587,875.9529068,834.1853084,879.27221,449.8942016,317.2269479,115.6361446,171.3283985,533.6793134,929.0927722,1237.724907,956.0521969,800.2772219,682.8799166,623.7897341,545.8551065,156.0501484,223.1810182,86.11355043,154.745821,418.6495022,250.2203676,271.46772,228.8105006,1905913.238,7203.177603,49791.15787
65,65,WESTLAKE SOUTH NC,91361, ,http://empowerla.org/WSNC,WSNC@EmpowerLA.org,213-978-1551,121,2011/06/07 00:00:00+00,WESTLAKE SOUTH NC,navigatela/reports/nc_reports.cfm?id=121,REGION 6 - CENTRAL 2,121,0.484016752,121,21708.61344,6852.496787,956.7839545,204.443043,2034.371573,4.046400909,11297.35849,359.1133439,4435.340273,17273.27332,12415.64859,682.2274207,676.4574181,746.3745883,419.6340908,284.8949202,224.5804513,177.6541143,787.2511023,1535.202775,1359.81749,1395.822408,1183.911329,741.0548982,492.8002604,408.4666578,206.648282,233.5958772,156.0302515,123.6281129,241.7699487,164.2681247,69.45394897,104.1041042,9292.96509,768.0768203,743.914176,549.5227231,409.7498037,340.8358823,157.6723869,134.3268839,613.4539073,785.6914956,700.6736819,614.8136864,778.6478151,449.7257977,284.6768353,591.9947211,193.3862792,185.5110142,177.055598,138.4740355,118.92613,243.9333327,100.0607832,211.8412846,1831680.133,6523.436389,44850.95475
66,66,MID CITY NC,90019,http://mincla.org/,http://empowerla.org/MINC,MINC@EmpowerLA.org,213-978-1551,73,2002/02/19 00:00:00+00,MID CITY NC,navigatela/reports/nc_reports.cfm?id=73,REGION 10 - SOUTH LA 1,73,1.823620275,73,29432.2496,10591.02732,8369.098844,251.3667785,1337.664839,0.001275041,7968.798853,914.2917269,12909.72601,16522.52361,13994.83954,940.1808405,787.6266201,976.5222643,542.5571771,314.0405695,234.0219159,155.5242273,701.8837914,1304.088375,1138.742882,885.1650632,1208.005923,1022.993704,1065.062279,909.9907919,284.2929112,391.8309951,180.4622564,242.4991312,296.3104773,201.9144314,79.16086491,131.962083,15437.41003,914.8062253,832.675044,1215.08928,556.3363074,340.1295263,141.4907975,331.2127974,679.3802751,969.953093,1374.672923,1058.262798,1183.303117,1065.723786,1001.968488,1019.971205,373.7097945,423.8052674,317.3132291,316.7862101,473.9742588,330.5424336,215.6867302,300.6164826,6898754.637,13342.01345,16139.46171
67,67,GREATER VALLEY GLEN COUNCIL,91401,http://greatervalleyglencouncil.org/,http://empowerla.org/GVGC,GVGC@EmpowerLA.org,213-978-1551,21,2002/08/27 00:00:00+00,GREATER VALLEY GLEN COUNCIL,navigatela/reports/nc_reports.cfm?id=21,REGION 4 - SOUTH EAST VALLEY,21,3.821132486,21,47128.08721,32049.12776,2490.543985,94.73146754,2835.899992,11.58424773,8251.041849,1395.158074,30440.816,16687.27129,23172.50339,1292.345645,1247.909145,1388.980758,966.8458921,454.3498261,273.5401359,277.2438775,992.4974996,2470.265136,2038.984252,1815.974469,1472.756739,1557.564651,1759.211,1615.238898,538.2785303,804.0731934,308.7637466,444.6808641,483.5652454,443.8442063,329.7595122,195.8301996,23955.5838,1244.399293,1149.022568,1394.02678,884.7261113,506.9192835,294.4791906,331.4142014,998.4079901,1831.045214,1957.290172,1875.221381,1540.376162,1738.229369,1554.946719,1795.503823,681.4751494,706.2163179,623.2283656,475.1479195,772.5182164,668.7756595,376.2182776,555.9956245,14503239.88,17823.73311,12333.53918
68,68,NOHO WEST NC,91601,http://nohowest.org/,http://empowerla.org/NOHOWESTNC,NoHoWestNC@EmpowerLA.org,213-978-1551,22,2011/01/11 00:00:00+00,NOHO WEST NC,navigatela/reports/nc_reports.cfm?id=22,REGION 4 - SOUTH EAST VALLEY,22,2.177450829,22,20340.48152,13367.73324,602.399665,323.8106363,1525.089825,63.70178772,4082.599911,375.1464895,9851.958196,10488.52346,10077.73532,462.4799693,708.9836012,823.8794442,280.9386996,297.6302447,156.655603,213.1088195,425.8304033,1099.634581,703.6152728,656.0478637,585.7877111,705.8284212,741.7585021,673.5009423,151.8894745,290.4083392,164.3672292,240.0614018,372.7047027,175.2250391,41.4390057,105.9599864,10262.74624,524.7631365,448.2003587,514.9938936,472.6173021,292.3252069,206.6822509,176.2378869,452.7190802,951.6928494,699.4353527,611.1852518,697.0998293,668.1040249,736.2071016,537.435437,428.7253604,337.956704,152.5364327,195.7988086,417.0073726,257.3071891,234.5664849,249.1489623,8269357.785,11541.74038,9341.419447
69,69,WESTWOOD NC,90024,http://www.wwnc.org/,http://empowerla.org/WWNC,WWNC@EmpowerLA.org,213-978-1551,63,2010/01/19 00:00:00+00,WESTWOOD NC,navigatela/reports/nc_reports.cfm?id=63,REGION 11 - WEST LA,63,3.772120511,63,54441.6054,33471.42876,1146.109537,69.90123005,15121.56276,39.74900524,1816.044566,2776.809842,48768.52555,5673.080017,25730.90353,598.5712297,606.1222589,530.7828357,409.3202204,3913.607625,2007.939134,1906.202237,2720.192178,2462.623707,1931.915092,1297.468471,764.1376889,892.9667673,1004.98807,1042.078877,218.9615818,468.5398768,272.1306632,429.6702821,640.6986335,427.7658775,365.3750601,818.8452638,28710.70183,505.6008611,767.734439,471.0643345,569.4203455,5840.041964,2222.779254,2720.880304,2490.254729,1818.559226,1419.175638,1202.62481,909.1108184,1058.534636,978.6972601,1057.62898,442.1737352,620.0260877,355.5626657,554.3053223,564.9092018,484.9148197,627.9251969,1028.777305,14277756.29,20530.3616,14432.62622
70,70,NORTH HILLS EAST,91343,http://www.northhillseastnc.org/,http://empowerla.org/NHENC,NHENC@EmpowerLA.org,213-978-1551,112,2010/09/14 00:00:00+00,NORTH HILLS EAST,navigatela/reports/nc_reports.cfm?id=112,REGION 2 - NORTH WEST VALLEY,112,1.93057872,112,41910.70912,15661.28616,1385.803933,101.4759591,4961.692608,68.73833535,18667.32252,1064.389461,9966.951622,31943.75768,21078.46984,2172.375014,1666.307155,1882.05354,984.3552002,677.521641,336.7931054,381.1536946,1256.233728,1848.274407,1567.481042,1559.798167,1465.70292,1543.21475,1113.923028,990.5426551,191.7195005,334.2401274,133.6227163,269.3670307,278.5370152,201.1501992,105.0350793,119.068095,20832.23934,1779.902225,1827.921974,1551.971648,1007.69655,726.7478939,466.5626604,390.6618998,1312.258686,1523.379087,1664.141646,1583.41718,1356.246552,1371.082108,1295.490367,868.2087529,309.6902312,295.5183466,183.3775183,232.909472,375.1150365,260.615174,216.923314,232.4010229,7336404.996,13448.0426,21708.88382
71,71,PALMS NC,90034,http://palmsla.org/,http://empowerla.org/PALMSNC,PalmsNC@EmpowerLA.org,213-978-1551,115,2004/12/14 00:00:00+00,PALMS NC,navigatela/reports/nc_reports.cfm?id=115,REGION 11 - WEST LA,115,0.94708223,115,27464.7067,15561.24238,2535.003369,154.5048324,5798.362354,114.4663042,1635.788875,1665.338669,20478.34891,6986.357952,14170.6477,769.7096366,497.2292976,470.7155142,104.1342026,187.3295003,60.40635556,39.66869777,1058.98523,2605.647796,2351.52399,1519.336154,1200.413881,988.921626,698.3446657,470.2591159,175.6319735,164.077346,116.4258889,158.2379121,268.7645906,193.5877524,49.54452956,21.75197847,13294.05902,690.1860933,350.405578,337.9455918,195.3116399,271.1381,48.41393692,124.6474145,1026.077684,2831.911326,1914.386117,1152.456565,861.7689182,742.9584973,595.1256796,551.6475214,150.3974865,370.2391472,242.2913343,313.6186437,135.5768932,135.8171404,139.7026181,112.0351231,3581284.898,11534.96389,28999.28416
72,72,WESTSIDE NC,,http://www.wncla.org/,http://empowerla.org/WNC,WNC@EmpowerLA.org,213-978-1551,62,2002/06/04 00:00:00+00,WESTSIDE NC,navigatela/reports/nc_reports.cfm?id=62,REGION 11 - WEST LA,62,3.763992489,62,32055.67286,23912.29767,820.3822026,30.40209853,5328.888533,137.9750731,570.8117108,1254.915451,28979.53902,3076.133834,15376.52925,731.342334,980.2278795,949.419105,511.1146785,213.6458747,156.075157,121.9630747,586.7608083,1346.672832,1162.74258,1301.08752,932.4072523,1089.428639,1142.323434,768.7347242,402.9402801,351.4683174,343.1391777,345.7860845,561.9646748,480.9345389,292.1070753,604.2432699,16679.14345,653.193275,1124.583349,690.2504945,284.1737419,78.34816038,70.80048557,80.1993358,604.698955,1189.78502,1460.519316,1137.450437,1268.583316,1257.259608,985.3112736,1219.913261,415.2414398,531.8032552,497.7301526,328.1487373,911.4274759,628.8334242,450.1501005,810.7387854,14239578.54,17605.67425,8516.40192
73,73,DOWNTOWN LOS ANGELES,,http://dlanc.com/,http://empowerla.org/DLANC,DLANC@EmpowerLA.org,213-978-1551,52,2002/04/27 00:00:00+00,DOWNTOWN LOS ANGELES,navigatela/reports/nc_reports.cfm?id=52,REGION 6 - CENTRAL 2,52,5.03681424,52,42837.25503,16631.74003,7387.889917,354.061984,9230.720237,70.47541662,6973.214377,2189.153099,30683.48955,12153.76529,24928.4114,764.9836749,392.947182,416.574413,246.3544567,238.6406924,197.5675952,209.5908844,1222.906026,3229.066541,3567.645447,2550.28608,2047.205902,2313.527508,1716.444607,1818.810544,522.2846408,858.9935797,487.8170166,587.8573951,487.6125742,520.436827,242.8711552,287.9866532,17908.84363,664.9518316,414.2891648,431.6062593,260.6059757,435.3412719,258.6138112,325.8841623,1044.17841,2928.048104,2337.990931,1341.398657,1232.120791,809.7572981,965.0191705,824.8447274,515.916875,398.9362275,208.966436,307.5159837,466.5820225,633.1760711,580.3233323,522.7760622,19054073.27,24008.44836,8504.831226
74,74,NORTHRIDGE WEST,91324,http://www.northridgewest.org/,http://empowerla.org/NWNC,NWNC@EmpowerLA.org,213-978-1551,113,2004/10/26 00:00:00+00,NORTHRIDGE WEST,navigatela/reports/nc_reports.cfm?id=113,REGION 2 - NORTH WEST VALLEY,113,4.059498953,113,22891.95831,13330.98435,1582.71917,42.19284064,4804.133759,143.7039544,1952.475821,1035.748239,18312.08789,4579.870397,11530.83394,703.6059112,532.9557455,547.3738669,485.9653006,396.3607076,341.0436808,246.232762,707.5405365,745.2598112,670.1720135,601.8016808,726.2830732,676.4389475,708.6293169,748.1684193,290.9979141,448.2941949,244.9952956,187.8869979,499.2094902,395.4435074,296.3349682,329.8397708,11361.1243,342.8455171,529.6108294,743.9796889,302.2859073,225.6445872,182.9322153,256.7440744,860.6181238,824.0569656,578.2375186,612.4482569,580.7072276,784.0550512,750.6863692,637.0776185,343.7509485,523.9460065,206.6014259,392.7596197,455.6174703,457.931262,403.9802449,364.607395,15432543.62,17073.74806,5639.109303
75,75,GRANADA HILLS NORTH NC,91344,http://ghnnc.org/,http://empowerla.org/GHNNC,GHNNC@EmpowerLA.org,213-978-1551,4,2002/09/10 00:00:00+00,GRANADA HILLS NORTH NC,navigatela/reports/nc_reports.cfm?id=4,REGION 2 - NORTH WEST VALLEY,4,11.54172635,4,25679.06162,16715.07171,975.8587269,106.1887237,4253.935766,66.722846,1962.219727,1599.063957,19511.94347,6167.118045,12836.22713,670.8917158,722.5829532,687.8674754,634.8802646,179.2880879,202.3454811,112.5485621,433.3224284,833.5203226,752.1692453,721.982685,845.5130872,948.5599761,1071.16402,1021.118152,399.3610339,533.2909724,282.1054921,373.172479,601.5577133,358.4362453,243.8977217,206.6510695,12842.83428,448.8908424,540.5090462,779.625389,641.0310662,324.0387744,216.4590387,221.8993031,439.2978612,645.0934615,715.559243,703.6778309,897.0441736,976.9000754,1031.305192,987.0335793,347.7975145,520.2192384,399.9446612,389.6218552,560.7363194,359.9251375,346.4910185,349.7336432,43923399.45,29109.52749,2224.889141
76,76,GRANADA HILLS SOUTH NC,91344,http://ghsnc.org/,http://empowerla.org/GHSNC,GHSNC@EmpowerLA.org,213-978-1551,118,2006/01/17 00:00:00+00,GRANADA HILLS SOUTH NC,navigatela/reports/nc_reports.cfm?id=118,REGION 2 - NORTH WEST VALLEY,118,3.659426433,118,28703.52111,15068.5421,1412.042175,150.9019921,4733.112497,18,5741.753181,1579.169203,17209.17129,11494.34994,14280.26232,766.8936892,593.0471198,1066.993529,863.850601,346.3096255,191.0575109,185.6486656,779.2587259,941.7051287,934.6084646,860.8076907,942.4360532,1237.514849,945.5478493,998.0349996,439.0420936,404.340313,316.8104789,347.6550043,261.4332018,353.6467343,252.2622853,251.3576699,14423.25882,690.5910992,785.1338253,754.4902956,486.7535673,277.2606572,170.462404,243.1996593,660.9832451,955.3039678,850.8711972,783.0544346,1114.13913,1175.965,1210.783401,1124.235098,299.118772,605.7610785,255.8543978,375.8475921,423.5334879,292.598308,359.4208444,527.8974066,13915995.2,17104.6479,7843.721315
77,77,RAMPART VILLAGE NC,90004,http://www.rvnc.org/,http://empowerla.org/RVNC,RVNC@EmpowerLA.org,213-978-1551,53,2007/03/05 00:00:00+00,RAMPART VILLAGE NC,navigatela/reports/nc_reports.cfm?id=53,REGION 7 - EAST,53,0.818857337,53,25596.59722,6057.41238,1168.990364,185.0493582,10740.10063,132.5414077,6576.751232,735.7516616,14679.65209,10916.94482,12852.11925,657.7101883,712.8880625,589.8969592,382.6942088,277.6860196,171.2432293,203.9236161,437.4261488,1547.21258,1569.78251,1139.944133,1108.718696,766.2454514,860.4988966,943.3397597,238.8287061,259.9730785,266.6846747,241.7037761,257.8635071,112.6223076,90.68139218,14.55133027,12744.47783,747.0108765,561.4806638,558.5635484,407.638246,218.3960012,206.613904,136.7008832,602.4210392,1147.19246,1263.127231,985.8410479,1054.541095,977.5276132,1028.659954,636.1810724,391.7263031,408.5288765,341.6372983,267.2139787,309.5487019,172.4644044,123.6395809,197.8229845,3100065.328,8262.151248,31258.9215
